id,player_id,player,direction,date,date_precision,season,club,club_id,fee_gbp,fee_raw,fee_kind,market_value_eur,type
1912-05-01-thomas-homer-out,tom-homer,Tom Homer,out,1912-05-01,month,1911-12,,,,£,unknown,,permanent
1912-05-01-wilfred-woodcock-in,,Wilfred Woodcock,in,1912-05-01,month,1911-12,Stalybridge Celtic,stalybridge-celtic,,£,unknown,,permanent
1912-06-01-george-harry-moger-out,,George Harry Moger,out,1912-06-01,month,1911-12,,,,,unknown,,retired
1912-07-01-harold-halse-out,harold-halse,Harold Halse,out,1912-07-01,month,1912-13,Aston Villa,aston-villa,1200,£1,fee,,permanent
1912-07-01-jack-mew-in,jack-mew,Jack Mew,in,1912-07-01,month,1912-13,Marley Hill United,marley-hill-united,,£,unknown,,permanent
1912-08-01-thomas-chorlton-in,tom-chorlton,Tom Chorlton,in,1912-08-01,month,1912-13,Liverpool,liverpool,,£,unknown,,permanent
1913-01-01-joseph-norton-in,joe-norton,Joe Norton,in,1913-01-01,month,1912-13,,,,,none,,youth
1913-03-01-william-hunter-in,william-hunter,William Hunter,in,1913-03-01,month,1912-13,Barnsley,barnsley,,£,unknown,,permanent
1913-05-01-arthur-potts-in,arthur-potts,Arthur Potts,in,1913-05-01,month,1912-13,Willenhall Swifts,willenhall-swifts,,£,unknown,,permanent
1913-05-01-james-thomson-in,james-thomson,James Thomson,in,1913-05-01,month,1912-13,Renton FC,renton-fc,,£,unknown,,permanent
1913-05-01-joseph-haywood-in,joe-haywood,Joe Haywood,in,1913-05-01,month,1912-13,Hindley Central,hindley-central,50,£50,fee,,permanent
1913-05-01-leslie-hofton-out,leslie-hofton,Leslie Hofton,out,1913-05-01,month,1912-13,,,,£Free,free,,permanent
1913-05-01-thomas-nuttall-out,tom-nuttall,Tom Nuttall,out,1913-05-01,month,1912-13,Everton,everton,250,£250,fee,,permanent
1913-06-01-alfred-out,,Alfred,out,1913-06-01,month,1912-13,Witton Albion,witton-albion,,£,unknown,,permanent
1913-06-01-arthur-cashmore-in,arthur-cashmore,Arthur Cashmore,in,1913-06-01,month,1912-13,Stourbridge FC,stourbridge-fc,,£,unknown,,permanent
1913-06-01-john-hodge-in,john-hodge,John Hodge,in,1913-06-01,month,1912-13,Stenhousemuir,stenhousemuir,,£,unknown,,permanent
1913-06-01-sam-blott-out,sam-blott,Sam Blott,out,1913-06-01,month,1912-13,Plymouth Argyle,plymouth-argyle,150,£150,fee,,permanent
1913-07-01-alexander-bell-out,alex-bell,Alex Bell,out,1913-07-01,month,1913-14,Blackburn Rovers,blackburn-rovers,1000,£1,fee,,permanent
1913-07-01-anthony-donnelly-out,,Anthony Donnelly,out,1913-07-01,month,1913-14,Glentoran,glentoran,,£,unknown,,permanent
1913-07-01-william-hunter-out,william-hunter,William Hunter,out,1913-07-01,month,1913-14,Clapton Orient,clapton-orient,,£Free,free,,permanent
1913-08-01-charles-roberts-out,charlie-roberts,Charlie Roberts,out,1913-08-01,month,1913-14,Oldham Athletic,oldham-athletic,1500,£1,fee,,permanent
1913-08-01-oscar-linkson-out,oscar-linkson,Oscar Linkson,out,1913-08-01,month,1913-14,Shelbourne,shelbourne,,£,unknown,,permanent
1913-11-01-john-sheldon-out,jackie-sheldon,Jackie Sheldon,out,1913-11-01,month,1913-14,Liverpool,liverpool,,£,unknown,,permanent
1914-02-01-james-in,,James,in,1914-02-01,month,1913-14,Barnsley,barnsley,,£,unknown,,permanent
1914-02-01-sam-cookson-in,sam-cookson,Sam Cookson,in,1914-02-01,month,1913-14,Bargoed Town,bargoed-town,50,£50,fee,,permanent
1914-03-01-george-hunter-in,george-hunter,George Hunter,in,1914-03-01,month,1913-14,Chelsea,chelsea,1300,£1,fee,,permanent
1914-03-01-jocelyn-rowe-in,jocelyn-rowe,Jocelyn Rowe,in,1914-03-01,month,1913-14,Bohemians,bohemians,,£,unknown,,permanent
1914-05-01-arthur-allman-in,arthur-allman,Arthur Allman,in,1914-05-01,month,1913-14,Swansea Town,swansea-town,150,£150,fee,,permanent
1914-05-01-arthur-cashmore-out,arthur-cashmore,Arthur Cashmore,out,1914-05-01,month,1913-14,Oldham Athletic,oldham-athletic,100,£100,fee,,permanent
1914-05-01-patrick-o-connell-in,patrick-o-connell,Patrick O'Connell,in,1914-05-01,month,1913-14,Hull City,hull-city,1000,£1,fee,,permanent
1914-06-01-arthur-hooper-out,arthur-hooper,Arthur Hooper,out,1914-06-01,month,1913-14,Crystal Palace,crystal-palace,,£,unknown,,permanent
1914-06-01-jocelyn-rowe-out,jocelyn-rowe,Jocelyn Rowe,out,1914-06-01,month,1913-14,Dublin Bohemians,dublin-bohemians,,£,unknown,,permanent
1914-07-01-cyril-barlow-in,cyril-barlow,Cyril Barlow,in,1914-07-01,month,1914-15,,,,,none,,youth
1914-07-01-george-livingstone-out,george-livingstone,George Livingstone,out,1914-07-01,year,1914-15,,,,,unknown,,retired
1914-08-01-thomas-chorlton-out,tom-chorlton,Tom Chorlton,out,1914-08-01,month,1914-15,Stalybridge Celtic,stalybridge-celtic,,£,unknown,,permanent
1914-09-01-james-thomson-out,james-thomson,James Thomson,out,1914-09-01,month,1914-15,Dumbarton Harp,dumbarton-harp,,£,unknown,,permanent
1915-02-01-albert-prince-in,albert-prince,Albert Prince,in,1915-02-01,month,1914-15,Stafford Rangers,stafford-rangers,,£,unknown,,permanent
1915-02-01-walter-spratt-in,walter-spratt,Walter Spratt,in,1915-02-01,month,1914-15,Brentford,brentford,175,£175,fee,,permanent
1915-03-01-james-montgomery-in,james-montgomery,James Montgomery,in,1915-03-01,month,1914-15,Glossop,glossop,,£,unknown,,permanent
1915-07-01-albert-prince-out,albert-prince,Albert Prince,out,1915-07-01,year,1915-16,,,,£,unknown,,permanent
1915-07-01-dick-duckworth-out,dick-duckworth,Dick Duckworth,out,1915-07-01,year,1915-16,,,,,unknown,,retired
1916-01-01-clarence-hilditch-in,,Clarence Hilditch,in,1916-01-01,month,1915-16,Altrincham,altrincham,,,unknown,,permanent
1916-01-01-thomas-forster-in,,Thomas Forster,in,1916-01-01,month,1915-16,Northwich Victoria,northwich-victoria,,£,unknown,,permanent
1916-04-01-jack-silcock-in,jack-silcock,Jack Silcock,in,1916-04-01,month,1915-16,,,,,none,,youth
1917-06-01-thomas-meehan-in,,Thomas Meehan,in,1917-06-01,month,1916-17,Rochdale,rochdale,,£,unknown,,permanent
1919-02-01-fred-hopkin-in,fred-hopkin,Fred Hopkin,in,1919-02-01,month,1918-19,Darlington,darlington,,£,unknown,,permanent
1919-03-01-george-albinson-in,george-albinson,George Albinson,in,1919-03-01,month,1918-19,,,,,none,,youth
1919-03-01-george-wall-out,george-wall,George Wall,out,1919-03-01,month,1918-19,Oldham Athletic,oldham-athletic,200,£200,fee,,permanent
1919-03-01-joe-spence-in,joe-spence,Joe Spence,in,1919-03-01,month,1918-19,,,,£,unknown,,permanent
1919-04-01-george-sapsford-in,george-sapsford,George Sapsford,in,1919-04-01,month,1918-19,,,,,none,,youth
1919-05-01-charles-moore-in,charlie-moore,Charlie Moore,in,1919-05-01,month,1918-19,Hednesford Town,hednesford-town,,£,unknown,,permanent
1919-05-01-george-stacey-out,george-stacey,George Stacey,out,1919-05-01,month,1918-19,,,,£Free,free,,permanent
1919-05-01-john-grimwood-in,john-grimwood,John Grimwood,in,1919-05-01,month,1918-19,South Shields Parkside,south-shields-parkside,,£,unknown,,permanent
1919-05-01-john-hodge-out,john-hodge,John Hodge,out,1919-05-01,month,1918-19,,,,£,unknown,,permanent
1919-05-01-joseph-haywood-out,,Joseph Haywood,out,1919-05-01,month,1918-19,,,,£,unknown,,permanent
1919-05-01-robert-roberts-out,robert-roberts,Robert Roberts,out,1919-05-01,month,1918-19,,,,£,unknown,,permanent
1919-06-01-elijah-round-out,elijah-round,Elijah Round,out,1919-06-01,month,1918-19,,,,£,unknown,,permanent
1919-06-01-james-out,,James,out,1919-06-01,month,1918-19,Swindon Town,swindon-town,,£,unknown,,permanent
1919-06-01-james-robinson-in,james-robinson,James Robinson,in,1919-06-01,month,1918-19,Belfast Junior Football,belfast-junior-football,,£,unknown,,permanent
1919-07-01-alfred-steward-in,alf-steward,Alf Steward,in,1919-07-01,year,1919-20,,,,,none,,youth
1919-07-01-frank-knowles-out,frank-knowles,Frank Knowles,out,1919-07-01,month,1919-20,Hartlepool United,hartlepool-united,,£,unknown,,permanent
1919-07-01-joseph-norton-out,,Joseph Norton,out,1919-07-01,month,1919-20,Leicester City,leicester-city,100,£100,fee,,permanent
1919-07-01-robert-beale-out,bobby-beale,Bobby Beale,out,1919-07-01,month,1919-20,Gillingham,gillingham,,£,unknown,,permanent
1919-07-01-samuel-cookson-out,,Samuel Cookson,out,1919-07-01,month,1919-20,,,,,unknown,,released
1919-08-01-edward-hudson-out,edward-hudson,Edward Hudson,out,1919-08-01,month,1919-20,Stockport County,stockport-county,,£,unknown,,permanent
1919-08-01-frank-hodges-in,frank-hodges,Frank Hodges,in,1919-08-01,month,1919-20,Birmingham City,birmingham-city,100,£100,fee,,permanent
1919-08-01-patrick-o-connell-out,patrick-o-connell,Patrick O'Connell,out,1919-08-01,month,1919-20,Dumbarton,dumbarton,,£,unknown,,permanent
1919-09-01-john-williamson-in,john-williamson,John Williamson,in,1919-09-01,month,1919-20,,,,,none,,youth
1919-09-01-leslie-hofton-in,leslie-hofton,Leslie Hofton,in,1919-09-01,month,1919-20,,,,£,unknown,,permanent
1919-11-01-george-bissett-in,george-bissett,George Bissett,in,1919-11-01,month,1919-20,Army Football,army-football,,,unknown,,permanent
1919-11-01-john-prentice-in,john-prentice,John Prentice,in,1919-11-01,month,1919-20,,,,,none,,youth
1919-12-01-arthur-allman-out,arthur-allman,Arthur Allman,out,1919-12-01,month,1919-20,Millwall Athletic,millwall-athletic,,£,unknown,,permanent
1919-12-01-james-hodge-out,jimmy-hodge,Jimmy Hodge,out,1919-12-01,month,1919-20,Millwall Athletic,millwall-athletic,1500,£1,fee,,permanent
1920-02-01-frank-harris-in,frank-harris,Frank Harris,in,1920-02-01,month,1919-20,,,,,none,,youth
1920-05-01-charles-radford-in,charlie-radford,Charlie Radford,in,1920-05-01,month,1919-20,Walsall,walsall,,£,unknown,,permanent
1920-05-01-ezra-royals-out,ezra-royals,Ezra Royals,out,1920-05-01,month,1919-20,Northwich Victoria,northwich-victoria,,£,unknown,,permanent
1920-05-01-joseph-myerscough-in,joe-myerscough,Joe Myerscough,in,1920-05-01,month,1919-20,Lancaster Town,lancaster-town,,£,unknown,,permanent
1920-05-01-thomas-gipps-out,,Thomas Gipps,out,1920-05-01,month,1919-20,,,,£Free,free,,permanent
1920-05-01-wilfred-woodcock-out,,Wilfred Woodcock,out,1920-05-01,month,1919-20,Manchester City,manchester-city,1000,£1,fee,,permanent
1920-06-01-arthur-potts-out,arthur-potts,Arthur Potts,out,1920-06-01,month,1919-20,Wolverhampton Wanderers,wolverhampton-wanderers,100,£100,fee,,permanent
1920-06-01-edward-partridge-in,teddy-partridge,Teddy Partridge,in,1920-06-01,month,1919-20,Ebbw Vale FC,ebbw-vale-fc,,£,unknown,,permanent
1920-06-01-john-prentice-out,john-prentice,John Prentice,out,1920-06-01,month,1919-20,Swansea Town,swansea-town,,£,unknown,,permanent
1920-06-01-walter-spratt-out,walter-spratt,Walter Spratt,out,1920-06-01,month,1919-20,Brentford,brentford,,£,unknown,,permanent
1920-06-01-william-goodwin-in,billy-goodwin,Billy Goodwin,in,1920-06-01,month,1919-20,Exeter City,exeter-city,,£,unknown,,permanent
1920-08-01-george-schofield-in,george-schofield,George Schofield,in,1920-08-01,month,1920-21,Southport Junior Football,southport-junior-football,,£,unknown,,permanent
1920-09-01-arthur-whalley-out,arthur-whalley,Arthur Whalley,out,1920-09-01,month,1920-21,Southend United,southend-united,1000,£1000,fee,,permanent
1920-09-01-harry-leonard-in,harry-leonard,Harry Leonard,in,1920-09-01,month,1920-21,Derby County,derby-county,,£,unknown,,permanent
1920-09-01-michael-hamill-out,,Michael Hamill,out,1920-09-01,month,1920-21,Manchester City,manchester-city,1000,£1,fee,,permanent
1920-09-01-thomas-miller-in,tom-miller,Tom Miller,in,1920-09-01,month,1920-21,Liverpool,liverpool,2000,£2,fee,,permanent
1920-10-01-william-harrison-in,billy-harrison,Billy Harrison,in,1920-10-01,month,1920-21,Wolverhampton Wanderers,wolverhampton-wanderers,,£,unknown,,permanent
1920-12-01-thomas-meehan-out,tommy-meehan,Tommy Meehan,out,1920-12-01,month,1920-21,Chelsea,chelsea,3300,£3,fee,,permanent
1921-02-01-frank-brett-in,frank-brett,Frank Brett,in,1921-02-01,month,1920-21,Aston Villa,aston-villa,,£,unknown,,permanent
1921-04-01-samuel-in,,Samuel,in,1921-04-01,month,1920-21,Chrichtons Athletic,chrichtons-athletic,,£,unknown,,permanent
1921-05-01-fred-hopkin-out,fred-hopkin,Fred Hopkin,out,1921-05-01,month,1920-21,Liverpool,liverpool,,£,unknown,,permanent
1921-05-01-george-albinson-out,george-albinson,George Albinson,out,1921-05-01,month,1920-21,Manchester City,manchester-city,,£,unknown,,permanent
1921-05-01-john-williamson-out,john-williamson,John Williamson,out,1921-05-01,month,1920-21,Bury,bury,,£,unknown,,permanent
1921-05-01-percy-schofield-in,percy-schofield,Percy Schofield,in,1921-05-01,month,1920-21,Eccles Borough,eccles-borough,,£,unknown,,permanent
1921-06-01-frank-hodges-out,frank-hodges,Frank Hodges,out,1921-06-01,month,1920-21,Wigan Borough,wigan-borough,100,£100,fee,,permanent
1921-06-01-harry-leonard-out,harry-leonard,Harry Leonard,out,1921-06-01,month,1920-21,Heanor Town,heanor-town,,£,unknown,,permanent
1921-06-01-john-scott-in,john-scott,John Scott,in,1921-06-01,month,1920-21,Bradford Park Avenue,bradford-park-avenue,750,£750,fee,,permanent
1921-06-01-richard-gibson-in,richard-gibson,Richard Gibson,in,1921-06-01,month,1920-21,Birmingham City,birmingham-city,250,£250,fee,,permanent
1921-07-01-william-meredith-out,billy-meredith,Billy Meredith,out,1921-07-01,month,1921-22,Manchester City,manchester-city,,£Free,free,,permanent
1921-10-01-james-montgomery-out,james-montgomery,James Montgomery,out,1921-10-01,month,1921-22,,,,,unknown,,retired
1921-11-01-george-bissett-out,george-bissett,George Bissett,out,1921-11-01,month,1921-22,Wolverhampton Wanderers,wolverhampton-wanderers,,£,unknown,,permanent
1921-11-01-neil-mcbain-in,neil-mcbain,Neil McBain,in,1921-11-01,month,1921-22,"Ayr United. 11/1921, £6",ayr-united-11-1921-6,6000,£6,fee,,permanent
1921-11-01-william-henderson-in,bill-henderson,Bill Henderson,in,1921-11-01,month,1921-22,Airdreonians,airdreonians,1750,£1,fee,,permanent
1921-12-01-walter-taylor-in,walter-taylor,Walter Taylor,in,1921-12-01,month,1921-22,New Mills FC,new-mills-fc,25,£25,fee,,permanent
1922-02-01-leslie-hofton-out,leslie-hofton,Leslie Hofton,out,1922-02-01,month,1921-22,Denaby Main,denaby-main,,£,unknown,,permanent
1922-04-01-harry-thomas-in,harry-thomas,Harry Thomas,in,1922-04-01,month,1921-22,Porth FC,porth-fc,,£,unknown,,permanent
1922-04-01-james-pugh-in,james-pugh,James Pugh,in,1922-04-01,month,1921-22,Abertillery,abertillery,,£,unknown,,permanent
1922-04-01-richard-gibson-out,richard-gibson,Richard Gibson,out,1922-04-01,month,1921-22,,,,£,unknown,,permanent
1922-04-01-walter-taylor-out,walter-taylor,Walter Taylor,out,1922-04-01,month,1921-22,,,,£Free,free,,permanent
1922-05-01-david-bain-in,david-bain,David Bain,in,1922-05-01,month,1921-22,Rutherglen Glencairn,rutherglen-glencairn,,£,unknown,,permanent
1922-05-01-frank-mcpherson-in,frank-mcpherson,Frank McPherson,in,1922-05-01,month,1921-22,Barrow,barrow,,£,unknown,,permanent
1922-05-01-george-sapsford-out,george-sapsford,George Sapsford,out,1922-05-01,month,1921-22,Preston North End,preston-north-end,2500,£2,fee,,permanent
1922-05-01-george-schofield-out,george-schofield,George Schofield,out,1922-05-01,month,1921-22,Crewe Alexandra,crewe-alexandra,,£,unknown,,permanent
1922-05-01-harry-williams-in,harry-williams,Harry Williams,in,1922-05-01,month,1921-22,Chesterfield,chesterfield,,£,unknown,,permanent
1922-05-01-jack-barber-in,jack-barber,Jack Barber,in,1922-05-01,month,1921-22,Clayton,clayton,,£,unknown,,permanent
1922-05-01-jimmy-bain-in,jimmy-bain,Jimmy Bain,in,1922-05-01,month,1921-22,Glasgow Strathclyde,glasgow-strathclyde,,£,unknown,,permanent
1922-05-01-john-in,,John,in,1922-05-01,month,1921-22,Clayton,clayton,,£,unknown,,permanent
1922-05-01-john-wood-in,john-wood,John Wood,in,1922-05-01,month,1921-22,Dumbarton,dumbarton,1750,£1,fee,,permanent
1922-05-01-sidney-tyler-in,,Sidney Tyler,in,1922-05-01,month,1921-22,Stourbridge FC,stourbridge-fc,,£,unknown,,permanent
1922-05-01-william-sarvis-in,william-sarvis,William Sarvis,in,1922-05-01,month,1921-22,Merthyr Town,merthyr-town,,£,unknown,,permanent
1922-06-01-bert-cartman-in,bert-cartman,Bert Cartman,in,1922-06-01,month,1921-22,Bolton Wanderers,bolton-wanderers,,£,unknown,,permanent
1922-06-01-james-robinson-out,james-robinson,James Robinson,out,1922-06-01,month,1921-22,Tranmere Rovers,tranmere-rovers,,£Free,free,,permanent
1922-06-01-john-scott-out,john-scott,John Scott,out,1922-06-01,month,1921-22,St Mirren,st-mirren,,£,unknown,,permanent
1922-06-01-thomas-forster-out,tommy-forster,Tommy Forster,out,1922-06-01,month,1921-22,Northwich Victoria,northwich-victoria,,£,unknown,,permanent
1922-08-01-david-lyner-in,david-lyner,David Lyner,in,1922-08-01,month,1922-23,Glentoran,glentoran,,£,unknown,,permanent
1922-08-01-frank-barson-in,frank-barson,Frank Barson,in,1922-08-01,month,1922-23,Aston Villa,aston-villa,,£,unknown,,permanent
1922-08-01-frank-brett-out,frank-brett,Frank Brett,out,1922-08-01,month,1922-23,Aston Villa,aston-villa,,£,unknown,,permanent
1922-08-01-william-goodwin-out,billy-goodwin,Billy Goodwin,out,1922-08-01,month,1922-23,Southend United,southend-united,,£,unknown,,permanent
1922-09-01-percy-schofield-out,percy-schofield,Percy Schofield,out,1922-09-01,month,1922-23,Eccles United,eccles-united,,£,unknown,,permanent
1922-09-01-william-harrison-out,billy-harrison,Billy Harrison,out,1922-09-01,month,1922-23,Port Vale,port-vale,,£,unknown,,permanent
1922-10-01-wilfred-lievesley-in,wilfred-lievesley,Wilfred Lievesley,in,1922-10-01,month,1922-23,Derby County,derby-county,,£,unknown,,permanent
1922-11-01-ernest-goldthorpe-in,,Ernest Goldthorpe,in,1922-11-01,month,1922-23,Bradford City,bradford-city,,£,unknown,,permanent
1922-12-01-david-lyner-out,david-lyner,David Lyner,out,1922-12-01,month,1922-23,Kilmarnock,kilmarnock,,£,unknown,,permanent
1923-01-01-albert-broome-in,albert-broome,Albert Broome,in,1923-01-01,month,1922-23,Oldham Athletic,oldham-athletic,,£,unknown,,permanent
1923-01-01-neil-mcbain-out,neil-mcbain,Neil McBain,out,1923-01-01,month,1922-23,Everton,everton,,£,unknown,,permanent
1923-02-01-ken-macdonald-in,ken-macdonald,Ken MacDonald,in,1923-02-01,month,1922-23,Cardiff City,cardiff-city,,£,unknown,,permanent
1923-03-01-frank-mann-in,frank-mann,Frank Mann,in,1923-03-01,month,1922-23,Huddersfield Town,huddersfield-town,1750,£1,fee,,permanent
1923-05-01-fredrick-kennedy-in,,Fredrick Kennedy,in,1923-05-01,month,1922-23,Rossendale United,rossendale-united,,£,unknown,,permanent
1923-05-01-sidney-evans-in,sidney-evans,Sidney Evans,in,1923-05-01,month,1922-23,Cardiff City,cardiff-city,,£Free,free,,permanent
1923-05-01-william-dennis-in,billy-dennis,Billy Dennis,in,1923-05-01,month,1922-23,Staleybridge Celtic,staleybridge-celtic,,,unknown,,permanent
1923-06-01-david-ellis-in,david-ellis,David Ellis,in,1923-06-01,month,1922-23,Maidstone United,maidstone-united,1250,£1,fee,,permanent
1923-06-01-francis-harris-out,,Francis Harris,out,1923-06-01,month,1922-23,,,,£,unknown,,permanent
1923-06-01-herbert-cartman-out,bert-cartman,Bert Cartman,out,1923-06-01,month,1922-23,Tranmere Rovers,tranmere-rovers,,£,unknown,,permanent
1923-06-01-john-howarth-out,john-howarth,John Howarth,out,1923-06-01,month,1922-23,,,,£,unknown,,permanent
1923-06-01-john-wood-out,john-wood,John Wood,out,1923-06-01,month,1922-23,Lochgelly United,lochgelly-united,,£,unknown,,permanent
1923-07-01-james-pugh-out,james-pugh,James Pugh,out,1923-07-01,month,1923-24,Wrexham,wrexham,,£,unknown,,permanent
1923-08-01-wilfred-lievesley-out,wilfred-lievesley,Wilfred Lievesley,out,1923-08-01,month,1923-24,Exeter City,exeter-city,,£,unknown,,permanent
1923-09-01-harry-williams-out,harry-williams,Harry Williams,out,1923-09-01,month,1923-24,Brentford,brentford,,£,unknown,,permanent
1923-10-01-joseph-myerscough-out,joe-myerscough,Joe Myerscough,out,1923-10-01,month,1923-24,Bradford,bradford,,£,unknown,,permanent
1923-10-01-ken-macdonald-out,ken-macdonald,Ken MacDonald,out,1923-10-01,month,1923-24,Bradford Park Avenue,bradford-park-avenue,,£,unknown,,permanent
1924-01-01-thomas-smith-in,tom-smith,Tom Smith,in,1924-01-01,month,1923-24,Leicester City,leicester-city,,£,unknown,,permanent
1924-02-01-christopher-taylor-in,,Christopher Taylor,in,1924-02-01,month,1923-24,Redditch United,redditch-united,,£,unknown,,permanent
1924-02-01-william-dennis-out,billy-dennis,Billy Dennis,out,1924-02-01,month,1923-24,Chesterfield,chesterfield,,£,unknown,,permanent
1924-03-01-james-miller-in,james-miller,James Miller,in,1924-03-01,month,1923-24,Grimsby Town,grimsby-town,500,£500,fee,,permanent
1924-04-01-lance-richardson-in,lance-richardson,Lance Richardson,in,1924-04-01,month,1923-24,South Shields,south-shields,1000,£1,fee,,permanent
1924-05-01-jimmy-hanson-in,jimmy-hanson,Jimmy Hanson,in,1924-05-01,month,1923-24,Stalybridge Celtic,stalybridge-celtic,,£,unknown,,permanent
1924-05-01-john-barber-out,jack-barber,Jack Barber,out,1924-05-01,month,1923-24,Southport,southport,,£,unknown,,permanent
1924-05-01-sidney-tyler-out,,Sidney Tyler,out,1924-05-01,month,1923-24,Wolverhampton Wanderers,wolverhampton-wanderers,,£,unknown,,permanent
1924-05-01-thomas-jones-in,tom-jones,Tom Jones,in,1924-05-01,month,1923-24,Oswestry Town,oswestry-town,,£,unknown,,permanent
1924-06-01-james-miller-out,james-miller,James Miller,out,1924-06-01,month,1923-24,York City,york-city,,£,unknown,,permanent
1924-07-01-albert-broome-out,albert-broome,Albert Broome,out,1924-07-01,month,1924-25,Oldham Athletic,oldham-athletic,,£,unknown,,permanent
1924-07-01-david-bain-out,david-bain,David Bain,out,1924-07-01,month,1924-25,Everton,everton,1000,£1,fee,,permanent
1924-08-01-john-astley-in,,John Astley,in,1924-08-01,month,1924-25,Cradley Heath,cradley-heath,,£,unknown,,permanent
1924-09-01-david-ellis-out,david-ellis,David Ellis,out,1924-09-01,month,1924-25,St Johnstone,st-johnstone,,£Free,free,,permanent
1925-01-01-william-henderson-out,bill-henderson,Bill Henderson,out,1925-01-01,month,1924-25,Preston North End,preston-north-end,,£,unknown,,permanent
1925-02-01-albert-pape-in,albert-pape,Albert Pape,in,1925-02-01,month,1924-25,Clapton Orient,clapton-orient,,£,unknown,,permanent
1925-03-01-clatworthy-rennox-in,,Clatworthy Rennox,in,1925-03-01,month,1924-25,Clapton Orient,clapton-orient,,£,unknown,,permanent
1925-03-01-fred-kennedy-out,fred-kennedy,Fred Kennedy,out,1925-03-01,month,1924-25,Everton,everton,2000,£2,fee,,permanent
1925-04-01-eric-sweeney-in,eric-sweeney,Eric Sweeney,in,1925-04-01,month,1924-25,,,,,none,,youth
1925-04-01-william-dale-in,,William Dale,in,1925-04-01,month,1924-25,,,,,none,,youth
1925-05-01-jack-hall-in,jack-hall-1926,Jack Hall,in,1925-05-01,month,1924-25,Accrington Stanley,accrington-stanley,,£,unknown,,permanent
1925-05-01-richard-iddon-in,richard-iddon,Richard Iddon,in,1925-05-01,month,1924-25,Chorley,chorley,,£,unknown,,permanent
1925-05-01-william-inglis-in,bill-inglis,Bill Inglis,in,1925-05-01,month,1924-25,Sheffield Wednesday,sheffield-wednesday,,£,unknown,,permanent
1925-05-01-william-sarvis-out,william-sarvis,William Sarvis,out,1925-05-01,month,1924-25,Bradford City,bradford-city,,£,unknown,,permanent
1925-07-01-arthur-lochhead-out,arthur-lochhead,Arthur Lochhead,out,1925-07-01,year,1925-26,Leicester City,leicester-city,3300,£3,fee,,permanent
1925-08-01-james-mccrae-in,james-mccrae,James McCrae,in,1925-08-01,month,1925-26,New Brighton,new-brighton,,£,unknown,,permanent
1925-10-01-albert-pape-out,albert-pape,Albert Pape,out,1925-10-01,month,1925-26,Fulham,fulham,,£,unknown,,permanent
1925-10-01-albert-smith-in,albert-smith,Albert Smith,in,1925-10-01,month,1925-26,Petershill FC,petershill-fc,,£,unknown,,permanent
1925-10-01-ernie-goldthorpe-out,ernie-goldthorpe,Ernie Goldthorpe,out,1925-10-01,month,1925-26,Rotherham United,rotherham-united,,£,unknown,,permanent
1925-12-01-charles-hannaford-in,charlie-hannaford,Charlie Hannaford,in,1925-12-01,month,1925-26,Clapton Orient,clapton-orient,,£,unknown,,permanent
1926-05-01-ronald-haworth-in,,Ronald Haworth,in,1926-05-01,month,1925-26,Hull City,hull-city,,£,unknown,,permanent
1926-05-01-william-chapman-in,billy-chapman,Billy Chapman,in,1926-05-01,month,1925-26,Sheffield Wednesday,sheffield-wednesday,,£,unknown,,permanent
1926-06-01-thomas-harris-in,tom-harris,Tom Harris,in,1926-06-01,month,1925-26,Skemersdale United,skemersdale-united,,£,unknown,,permanent
1926-08-01-james-mccrae-out,james-mccrae,James McCrae,out,1926-08-01,month,1926-27,Watford,watford,,£,unknown,,permanent
1926-09-01-john-out,,John,out,1926-09-01,month,1926-27,Barrow,barrow,,£,unknown,,permanent
1926-09-01-john-wilson-in,jack-wilson,Jack Wilson,in,1926-09-01,month,1926-27,Stockport County,stockport-county,,£,unknown,,permanent
1927-03-01-danny-ferguson-in,danny-ferguson,Danny Ferguson,in,1927-03-01,month,1926-27,Rhyl Athletic,rhyl-athletic,,£,unknown,,permanent
1927-05-01-charles-ramsden-in,charlie-ramsden,Charlie Ramsden,in,1927-05-01,month,1926-27,Rotherham,rotherham,,£,unknown,,permanent
1927-05-01-hugh-mclenahan-in,hugh-mclenahan,Hugh McLenahan,in,1927-05-01,month,1926-27,Stockport County,stockport-county,,£,unknown,,permanent
1927-06-01-albert-smith-out,albert-smith,Albert Smith,out,1927-06-01,month,1926-27,Northampton Town,northampton-town,250,£250,fee,,permanent
1927-06-01-charles-hannaford-out,charlie-hannaford,Charlie Hannaford,out,1927-06-01,month,1926-27,,,,£,unknown,,permanent
1927-06-01-jack-hall-out,jack-hall-1926,Jack Hall,out,1927-06-01,month,1926-27,,,,£,unknown,,permanent
1927-06-01-john-grimwood-out,john-grimwood,John Grimwood,out,1927-06-01,month,1926-27,Aldershot Town,aldershot-town,,£,unknown,,permanent
1927-06-01-richard-iddon-out,richard-iddon,Richard Iddon,out,1927-06-01,month,1926-27,Chorley,chorley,,£Free,free,,permanent
1927-06-01-thomas-smith-out,tom-smith,Tom Smith,out,1927-06-01,month,1926-27,Northampton Town,northampton-town,750,£750,fee,,permanent
1927-07-01-clatworthy-rennox-out,,Clatworthy Rennox,out,1927-07-01,month,1927-28,Grimsby Town,grimsby-town,,£,unknown,,permanent
