id,player_id,player,direction,date,date_precision,season,club,club_id,fee_gbp,fee_raw,fee_kind,market_value_eur,type
1938-09-01-harry-baird-out,harry-baird,Harry Baird,out,1938-09-01,month,1938-39,Huddersfield Town,huddersfield-town,,£,unknown,,permanent
1938-10-01-allenby-chilton-in,allenby-chilton,Allenby Chilton,in,1938-10-01,month,1938-39,Liverpool,liverpool,,£,unknown,,permanent
1938-10-01-len-bradbury-in,len-bradbury,Len Bradbury,in,1938-10-01,month,1938-39,Manchester University,manchester-university,,£,unknown,,permanent
1938-11-01-robert-savage-out,,Robert Savage,out,1938-11-01,month,1938-39,Wrexham,wrexham,,£,unknown,,permanent
1938-12-01-charles-craven-out,charlie-craven,Charlie Craven,out,1938-12-01,month,1938-39,Birmingham City,birmingham-city,,£,unknown,,permanent
1938-12-01-norman-tapken-in,norman-tapken,Norman Tapken,in,1938-12-01,month,1938-39,Newcastle United,newcastle-united,850,£850,fee,,permanent
1939-02-01-james-brown-out,james-brown-1892,James Brown,out,1939-02-01,month,1938-39,Bradford,bradford,,£,unknown,,permanent
1939-03-01-thomas-dougan-in,tommy-dougan,Tommy Dougan,in,1939-03-01,month,1938-39,Plymouth Argyle,plymouth-argyle,4000,£4,fee,,permanent
1939-05-01-beau-asquith-in,,Beau Asquith,in,1939-05-01,month,1938-39,Barnsley,barnsley,,£,unknown,,permanent
1939-07-01-thomas-manley-out,tom-manley,Tom Manley,out,1939-07-01,month,1939-40,Brentford,brentford,,£,unknown,,permanent
1939-08-01-johnny-morris-in,johnny-morris,Johnny Morris,in,1939-08-01,month,1939-40,,,,,none,,youth
1939-09-01-thomas-breen-out,tommy-breen,Tommy Breen,out,1939-09-01,month,1939-40,Belfast Celtic,belfast-celtic,,£,unknown,,permanent
1939-10-01-william-george-roughton-out,,William George Roughton,out,1939-10-01,month,1939-40,,,,,unknown,,released
1940-04-01-joe-walton-in,joe-walton,Joe Walton,in,1940-04-01,month,1939-40,,,,,none,,youth
1940-07-01-jack-griffiths-out,jack-griffiths,Jack Griffiths,out,1940-07-01,year,1940-41,,,,£,unknown,,permanent
1940-09-01-thomas-dougan-out,tommy-dougan,Tommy Dougan,out,1940-09-01,month,1940-41,Heart of Midlothian,heart-of-midlothian,,£,unknown,,permanent
1941-10-01-john-roach-in,john-roach,John Roach,in,1941-10-01,month,1941-42,,,,,none,,youth
1942-07-01-george-gladwin-out,george-gladwin,George Gladwin,out,1942-07-01,year,1942-43,,,,,unknown,,retired
1942-07-01-len-bradbury-out,len-bradbury,Len Bradbury,out,1942-07-01,year,1942-43,,,,£,unknown,,permanent
1942-09-01-les-olive-in,les-olive,Les Olive,in,1942-09-01,month,1942-43,,,,,none,,youth
1943-04-01-henry-cockburn-in,henry-cockburn,Henry Cockburn,in,1943-04-01,month,1942-43,,,,,none,,youth
1944-06-01-jack-crompton-in,jack-crompton,Jack Crompton,in,1944-06-01,month,1943-44,,,,,none,,youth
1944-06-01-william-redman-in,,William Redman,in,1944-06-01,month,1943-44,,,,,none,,youth
1944-09-01-william-porter-out,,William Porter,out,1944-09-01,month,1944-45,Hyde United,hyde-united,,£,unknown,,permanent
1944-12-01-bill-bainbridge-in,bill-bainbridge,Bill Bainbridge,in,1944-12-01,month,1944-45,Ashington,ashington,,£,unknown,,permanent
1945-05-01-james-ken-pegg-in,,James Ken Pegg,in,1945-05-01,month,1944-45,,,,,none,,youth
1945-05-01-thomas-mcnulty-in,thomas-mcnulty,Thomas McNulty,in,1945-05-01,month,1944-45,,,,,none,,youth
1945-07-01-beau-asquith-out,,Beau Asquith,out,1945-07-01,year,1945-46,Barnsley,barnsley,,£,unknown,,permanent
1945-10-01-jack-breedon-out,jack-breedon,Jack Breedon,out,1945-10-01,month,1945-46,Burnley,burnley,,£,unknown,,permanent
1945-10-01-ted-buckle-in,ted-buckle,Ted Buckle,in,1945-10-01,month,1945-46,,,,,none,,youth
1945-11-01-william-bryant-out,william-bryant,William Bryant,out,1945-11-01,month,1945-46,Bradford City,bradford-city,,£,unknown,,permanent
1946-01-01-william-mcglen-in,billy-mcglen,Billy McGlen,in,1946-01-01,month,1945-46,,,,,none,,youth
1946-03-01-jack-smith-out,jack-smith,Jack Smith,out,1946-03-01,month,1945-46,Blackburn Rovers,blackburn-rovers,,£,unknown,,permanent
1946-05-01-bill-bainbridge-out,bill-bainbridge,Bill Bainbridge,out,1946-05-01,month,1945-46,Bury,bury,,£,unknown,,permanent
1946-05-01-brian-birch-in,brian-birch,Brian Birch,in,1946-05-01,month,1945-46,,,,,none,,youth
1946-05-01-cliff-collinson-in,cliff-collinson,Cliff Collinson,in,1946-05-01,month,1945-46,,,,,none,,youth
1946-05-01-robert-robert-berry-brown-in,,Robert Robert Berry Brown,in,1946-05-01,month,1945-46,,,,,none,,youth
1946-05-01-ronnie-burke-in,ronnie-burke,Ronnie Burke,in,1946-05-01,month,1945-46,,,,,none,,youth
1946-07-01-bill-mckay-out,bill-mckay,Bill McKay,out,1946-07-01,year,1946-47,Staleybridge Celtic,staleybridge-celtic,,£,unknown,,permanent
1946-07-01-george-vose-out,george-vose,George Vose,out,1946-07-01,year,1946-47,Runcorn,runcorn,,£,unknown,,permanent
1946-07-01-jimmy-delaney-in,jimmy-delaney,Jimmy Delaney,in,1946-07-01,year,1946-47,Sunderland,sunderland,4000,£4,fee,,permanent
1946-07-01-john-roach-out,john-roach,John Roach,out,1946-07-01,year,1946-47,,,,£,unknown,,permanent
1946-10-01-jackie-wassall-out,jackie-wassall,Jackie Wassall,out,1946-10-01,month,1946-47,Stockport County,stockport-county,,£,unknown,,permanent
1946-11-01-don-gibson-in,don-gibson,Don Gibson,in,1946-11-01,month,1946-47,,,,,none,,youth
1947-01-01-bill-fielding-in,bill-fielding,Bill Fielding,in,1947-01-01,month,1946-47,Bolton Wanderers,bolton-wanderers,,£ (swap deal),unknown,,permanent
1947-01-01-laurie-cassidy-in,laurie-cassidy,Laurie Cassidy,in,1947-01-01,month,1946-47,,,,,none,,youth
1947-01-01-william-wrigglesworth-out,billy-wrigglesworth,Billy Wrigglesworth,out,1947-01-01,month,1946-47,Bolton Wanderers,bolton-wanderers,,£,unknown,,permanent
1947-04-01-norman-tapken-out,norman-tapken,Norman Tapken,out,1947-04-01,month,1946-47,Darlington,darlington,,£,unknown,,permanent
1947-06-01-bert-whalley-out,bert-whalley,Bert Whalley,out,1947-06-01,month,1946-47,,,,,unknown,,retired
1947-06-01-cliff-collinson-out,cliff-collinson,Cliff Collinson,out,1947-06-01,month,1946-47,,,,£,unknown,,permanent
1947-06-01-joe-dale-in,joe-dale,Joe Dale,in,1947-06-01,month,1946-47,Witton Albion,witton-albion,,£,unknown,,permanent
1947-08-01-thomas-lowrie-in,tommy-lowrie,Tommy Lowrie,in,1947-08-01,month,1947-48,Troon Athletic,troon-athletic,,£,unknown,,permanent
1948-02-01-john-ball-in,john-ball,John Ball,in,1948-02-01,month,1947-48,Wigan Athletic,wigan-athletic,,£,unknown,,permanent
1948-03-01-frank-clempson-in,frank-clempson,Frank Clempson,in,1948-03-01,month,1947-48,,,,,none,,youth
1948-03-01-joseph-walton-out,joe-walton,Joe Walton,out,1948-03-01,month,1947-48,Preston North End,preston-north-end,10000,£10,fee,,permanent
1948-04-01-joe-dale-out,joe-dale,Joe Dale,out,1948-04-01,month,1947-48,Port Vale,port-vale,1000,£1,fee,,permanent
1948-06-01-bill-fielding-out,bill-fielding,Bill Fielding,out,1948-06-01,month,1947-48,,,,£,unknown,,permanent
1948-06-01-harry-worrall-out,harry-worrall,Harry Worrall,out,1948-06-01,month,1947-48,Swindon Town,swindon-town,1000,£1,fee,,permanent
1948-06-01-mark-jones-in,mark-jones,Mark Jones,in,1948-06-01,month,1947-48,,,,,none,,youth
1948-08-01-geoff-bent-in,geoff-bent,Geoff Bent,in,1948-08-01,month,1948-49,,,,,none,,youth
1948-10-01-jimmy-hanlon-out,jimmy-hanlon,Jimmy Hanlon,out,1948-10-01,month,1948-49,Bury,bury,,£,unknown,,permanent
1948-11-01-sonny-feehan-in,sonny-feehan,Sonny Feehan,in,1948-11-01,month,1948-49,Waterford,waterford,,£,unknown,,permanent
1949-01-01-robert-berry-brown-out,,Robert Berry Brown,out,1949-01-01,month,1948-49,Doncaster Rovers,doncaster-rovers,,£,unknown,,permanent
1949-03-01-john-downie-in,john-downie,John Downie,in,1949-03-01,month,1948-49,Bradford Park Avenue,bradford-park-avenue,18000,£18,fee,,permanent
1949-03-01-johnny-morris-out,johnny-morris,Johnny Morris,out,1949-03-01,month,1948-49,Derby County,derby-county,24000,£24,fee,,permanent
1949-05-01-jackie-blanchflower-in,jackie-blanchflower,Jackie Blanchflower,in,1949-05-01,month,1948-49,,,,,none,,youth
1949-05-01-joe-lancaster-in,joe-lancaster,Joe Lancaster,in,1949-05-01,month,1948-49,,,,,none,,youth
1949-06-01-ronnie-burke-out,ronnie-burke,Ronnie Burke,out,1949-06-01,month,1948-49,Huddersfield Town,huddersfield-town,16000,£16,fee,,permanent
1949-07-01-cliff-birkett-in,cliff-birkett,Cliff Birkett,in,1949-07-01,year,1949-50,,,,,none,,youth
1949-07-01-dennis-viollet-in,dennis-viollet,Dennis Viollet,in,1949-07-01,year,1949-50,,,,,none,,youth
1949-07-01-eddie-lewis-in,eddie-lewis,Eddie Lewis,in,1949-07-01,year,1949-50,,,,,none,,youth
1949-07-01-jeff-whitefoot-in,jeff-whitefoot,Jeff Whitefoot,in,1949-07-01,year,1949-50,,,,,none,,youth
1949-07-01-ray-wood-in,ray-wood,Ray Wood,in,1949-07-01,year,1949-50,Darlington,darlington,,£?,unknown,,permanent
1949-07-01-roger-byrne-in,roger-byrne,Roger Byrne,in,1949-07-01,year,1949-50,,,,,none,,youth
1949-08-01-ken-pegg-out,,Ken Pegg,out,1949-08-01,month,1949-50,Torquay United,torquay-united,,£,unknown,,permanent
1949-08-01-thomas-bogan-in,tommy-bogan,Tommy Bogan,in,1949-08-01,month,1949-50,Preston North End,preston-north-end,,£,unknown,,permanent
1949-10-01-john-anderson-out,john-anderson,John Anderson,out,1949-10-01,month,1949-50,Nottingham Forest,nottingham-forest,,£,unknown,,permanent
1949-11-01-ted-buckle-out,ted-buckle,Ted Buckle,out,1949-11-01,month,1949-50,Everton,everton,,£,unknown,,permanent
1950-03-01-bill-foulkes-in,bill-foulkes,Bill Foulkes,in,1950-03-01,month,1949-50,,,,,none,,youth
1950-05-01-john-doherty-in,john-doherty,John Doherty,in,1950-05-01,month,1949-50,,,,,none,,youth
1950-06-01-arthur-reg-allen-in,,Arthur Reg Allen,in,1950-06-01,month,1949-50,Queens Park Rangers,queens-park-rangers,11000,£11,fee,,permanent
1950-06-01-charles-mitten-out,charlie-mitten,Charlie Mitten,out,1950-06-01,month,1949-50,Santa Fe (Bogata),santa-fe-bogata,,£,unknown,,permanent
1950-06-01-ronnie-cope-in,ronnie-cope,Ronnie Cope,in,1950-06-01,month,1949-50,,,,,none,,youth
1950-07-01-albert-scanlon-in,albert-scanlon,Albert Scanlon,in,1950-07-01,year,1950-51,,,,,none,,youth
1950-07-01-jimmy-delaney-out,jimmy-delaney,Jimmy Delaney,out,1950-07-01,year,1950-51,Aberdeen,aberdeen,3500,£3,fee,,permanent
1950-07-01-john-jackie-scott-in,,John Jackie Scott,in,1950-07-01,year,1950-51,,,,,none,,youth
1950-08-01-eddie-mcilvenny-in,,Eddie McIlvenny,in,1950-08-01,month,1950-51,Philadelphia Nationals,philadelphia-nationals,,£,unknown,,permanent
1950-08-01-sonny-feehan-out,sonny-feehan,Sonny Feehan,out,1950-08-01,month,1950-51,Northampton Town,northampton-town,525,£525,fee,,permanent
1950-08-01-walter-whitehurst-in,walter-whitehurst,Walter Whitehurst,in,1950-08-01,month,1950-51,,,,,none,,youth
1950-09-01-david-pegg-in,david-pegg,David Pegg,in,1950-09-01,month,1950-51,,,,,none,,youth
1950-09-01-harry-mcshane-in,harry-mcshane,Harry McShane,in,1950-09-01,month,1950-51,Bolton Wanderers,bolton-wanderers,,£ (swap deal) for John Ball,unknown,,permanent
1950-09-01-john-ball-out,john-ball,John Ball,out,1950-09-01,month,1950-51,Bolton Wanderers,bolton-wanderers,,,unknown,,permanent
1950-11-01-joe-lancaster-out,joe-lancaster,Joe Lancaster,out,1950-11-01,month,1950-51,Accrington Stanley,accrington-stanley,,£,unknown,,permanent
1950-12-01-ernie-bond-in,ernie-bond,Ernie Bond,in,1950-12-01,month,1950-51,Leyland Motors,leyland-motors,,£,unknown,,permanent
1951-02-01-sammy-lynn-out,sammy-lynn,Sammy Lynn,out,1951-02-01,month,1950-51,Bradford,bradford,,£,unknown,,permanent
1951-03-01-thomas-lowrie-out,tommy-lowrie,Tommy Lowrie,out,1951-03-01,month,1950-51,Aberdeen,aberdeen,,£,unknown,,permanent
1951-06-01-jack-warner-out,jack-warner,Jack Warner,out,1951-06-01,month,1950-51,Oldham Athletic,oldham-athletic,,£,unknown,,permanent
1951-07-01-john-walton-in,john-walton,John Walton,in,1951-07-01,month,1951-52,Bury,bury,,£,unknown,,permanent
1951-08-01-johnny-berry-in,johnny-berry,Johnny Berry,in,1951-08-01,month,1951-52,Birmingham City,birmingham-city,15000,£15,fee,,permanent
1952-02-01-paddy-kennedy-in,paddy-kennedy,Paddy Kennedy,in,1952-02-01,month,1951-52,,,,,none,,youth
1952-03-01-brian-birch-out,brian-birch,Brian Birch,out,1952-03-01,month,1951-52,Wolverhampton Wanderers,wolverhampton-wanderers,10000,£10,fee,,permanent
1952-03-01-thomas-bogan-out,tommy-bogan,Tommy Bogan,out,1952-03-01,month,1951-52,Aberdeen,aberdeen,,£,unknown,,permanent
1952-04-01-noel-mcfarlane-in,noel-mcfarlane,Noel McFarlane,in,1952-04-01,month,1951-52,Eire Schoolboys,eire-schoolboys,,£,unknown,,permanent
1952-05-01-colin-webster-in,colin-webster,Colin Webster,in,1952-05-01,month,1951-52,Cardiff City,cardiff-city,,£,unknown,,permanent
1952-05-31-duncan-edwards-in,duncan-edwards,Duncan Edwards,in,1952-05-31,day,1951-52,,,,,none,,youth
1952-06-01-gordon-clayton-in,gordon-clayton,Gordon Clayton,in,1952-06-01,month,1951-52,,,,,none,,youth
1952-07-01-eddie-colman-in,eddie-colman,Eddie Colman,in,1952-07-01,year,1952-53,,,,,none,,youth
1952-07-01-john-walton-out,john-walton,John Walton,out,1952-07-01,month,1952-53,Bury,bury,,£,unknown,,permanent
1952-07-01-william-mcglen-out,billy-mcglen,Billy McGlen,out,1952-07-01,month,1952-53,Lincoln City,lincoln-city,8000,£8,fee,,permanent
1952-09-01-ernie-bond-out,ernie-bond,Ernie Bond,out,1952-09-01,month,1952-53,Carlisle United,carlisle-united,5000,£5000,fee,,permanent
1953-01-01-bobby-charlton-in,bobby-charlton,Bobby Charlton,in,1953-01-01,month,1952-53,,,,,none,,youth
1953-01-01-wilfred-mcguinness-in,,Wilfred McGuinness,in,1953-01-01,month,1952-53,,,,,none,,youth
1953-02-01-frank-clempson-out,frank-clempson,Frank Clempson,out,1953-02-01,month,1952-53,Stockport County,stockport-county,,£,unknown,,permanent
1953-03-01-thomas-taylor-in,tommy-taylor,Tommy Taylor,in,1953-03-01,month,1952-53,Barnsley,barnsley,29999,£29,fee,,permanent
1953-05-01-ian-greaves-in,ian-greaves,Ian Greaves,in,1953-05-01,month,1952-53,Buxton United,buxton-united,,£,unknown,,permanent
1953-05-01-liam-billy-whelan-in,,Liam Billy Whelan,in,1953-05-01,month,1952-53,,,,,none,,youth
1953-06-01-arthur-reg-allen-out,,Arthur Reg Allen,out,1953-06-01,month,1952-53,Altringham,altringham,,£,unknown,,permanent
1953-06-01-tony-hawksworth-in,tony-hawksworth,Tony Hawksworth,in,1953-06-01,month,1952-53,,,,,none,,youth
1953-07-01-bobby-harrop-in,bobby-harrop,Bobby Harrop,in,1953-07-01,year,1953-54,,,,,none,,youth
1953-07-01-eddie-mcilvenny-out,,Eddie McIlvenny,out,1953-07-01,month,1953-54,Waterford,waterford,,£,unknown,,permanent
1953-07-01-freddie-goodwin-in,freddie-goodwin,Freddie Goodwin,in,1953-07-01,year,1953-54,,,,,none,,youth
1953-07-01-johnny-carey-out,johnny-carey,Johnny Carey,out,1953-07-01,year,1953-54,,,,,unknown,,retired
1953-08-01-john-downie-out,john-downie,John Downie,out,1953-08-01,month,1953-54,Luton Town,luton-town,10000,£10,fee,,permanent
1954-02-01-harry-mcshane-out,harry-mcshane,Harry McShane,out,1954-02-01,month,1953-54,Oldham Athletic,oldham-athletic,750,£750,fee,,permanent
1954-02-01-stan-pearson-out,stan-pearson,Stan Pearson,out,1954-02-01,month,1953-54,Bury,bury,4500,£4,fee,,permanent
1954-02-01-thomas-mcnulty-out,thomas-mcnulty,Thomas McNulty,out,1954-02-01,month,1953-54,Liverpool,liverpool,6000,£6,fee,,permanent
1954-04-01-ernest-jones-in,,Ernest Jones,in,1954-04-01,month,1953-54,,,,,none,,youth
1954-06-01-william-redman-out,billy-redman,Billy Redman,out,1954-06-01,month,1953-54,Bury,bury,,£,unknown,,permanent
1954-07-01-john-aston-sr-out,john-aston-sr,John Aston Sr,out,1954-07-01,year,1954-55,,,,,unknown,,retired
1954-10-01-henry-cockburn-out,henry-cockburn,Henry Cockburn,out,1954-10-01,month,1954-55,Bury,bury,,£,unknown,,permanent
1955-01-01-kenny-morgans-in,kenny-morgans,Kenny Morgans,in,1955-01-01,month,1954-55,,,,,none,,youth
1955-02-01-jack-rowley-out,jack-rowley,Jack Rowley,out,1955-02-01,month,1954-55,Plymouth Argyle,plymouth-argyle,,£,unknown,,permanent
1955-03-01-allenby-chilton-out,allenby-chilton,Allenby Chilton,out,1955-03-01,month,1954-55,Grimsby Town,grimsby-town,,£Free,free,,permanent
1955-06-01-david-gaskell-in,david-gaskell,David Gaskell,in,1955-06-01,month,1954-55,,,,,none,,youth
1955-06-01-thomas-don-gibson-out,,Thomas Don Gibson,out,1955-06-01,month,1954-55,Sheffield Wednesday,sheffield-wednesday,8000,£8,fee,,permanent
1955-07-01-harold-bratt-in,harold-bratt,Harold Bratt,in,1955-07-01,year,1955-56,,,,,none,,youth
1955-07-01-mark-pearson-in,mark-pearson,Mark Pearson,in,1955-07-01,year,1955-56,,,,,none,,youth
1955-07-01-shay-brennan-in,shay-brennan,Shay Brennan,in,1955-07-01,year,1955-56,,,,,none,,youth
1955-12-01-eddie-lewis-out,eddie-lewis,Eddie Lewis,out,1955-12-01,month,1955-56,Preston North End,preston-north-end,10000,£10,fee,,permanent
1956-02-01-joe-carolan-in,joe-carolan,Joe Carolan,in,1956-02-01,month,1955-56,Home Farm,home-farm,,£,unknown,,permanent
1956-06-01-cliff-birkett-out,cliff-birkett,Cliff Birkett,out,1956-06-01,month,1955-56,Southport,southport,,£,unknown,,permanent
1956-06-01-jack-crompton-out,jack-crompton,Jack Crompton,out,1956-06-01,month,1955-56,,,,,unknown,,retired
1956-06-01-john-jackie-scott-out,jackie-scott,Jackie Scott,out,1956-06-01,month,1955-56,Grimsby Town,grimsby-town,,£,unknown,,permanent
1956-06-01-noel-mcfarlane-out,noel-mcfarlane,Noel McFarlane,out,1956-06-01,month,1955-56,Waterford,waterford,,£,unknown,,permanent
1956-07-01-laurie-cassidy-out,laurie-cassidy,Laurie Cassidy,out,1956-07-01,month,1956-57,Oldham Athletic,oldham-athletic,,£,unknown,,permanent
1956-07-01-nobby-lawton-in,nobby-lawton,Nobby Lawton,in,1956-07-01,year,1956-57,,,,,none,,youth
1956-08-01-paddy-kennedy-out,paddy-kennedy,Paddy Kennedy,out,1956-08-01,month,1956-57,Blackburn Rovers,blackburn-rovers,,£,unknown,,permanent
1956-11-01-john-reg-hunter-in,,John Reg Hunter,in,1956-11-01,month,1956-57,Colwyn Bay,colwyn-bay,,£,unknown,,permanent
1956-11-01-walter-whitehurst-out,walter-whitehurst,Walter Whitehurst,out,1956-11-01,month,1956-57,Chesterfield,chesterfield,,£,unknown,,permanent
1957-03-01-alex-dawson-in,alex-dawson,Alex Dawson,in,1957-03-01,month,1956-57,,,,,none,,youth
1957-07-01-frank-haydock-in,frank-haydock,Frank Haydock,in,1957-07-01,year,1957-58,,,,,none,,youth
1957-07-01-jeff-whitefoot-out,jeff-whitefoot,Jeff Whitefoot,out,1957-07-01,year,1957-58,Grimsby Town,grimsby-town,,£,unknown,,permanent
1957-07-01-sammy-mcmillan-in,sammy-mcmillan,Sammy McMillan,in,1957-07-01,year,1957-58,,,,,none,,youth
1957-09-01-nobby-stiles-in,nobby-stiles,Nobby Stiles,in,1957-09-01,month,1957-58,,,,,none,,youth
1957-10-01-john-doherty-out,john-doherty,John Doherty,out,1957-10-01,month,1957-58,Leicester City,leicester-city,6500,£6,fee,,permanent
1957-12-01-harry-gregg-in,harry-gregg,Harry Gregg,in,1957-12-01,month,1957-58,Doncaster Rovers,doncaster-rovers,23500,£23,fee,,permanent
1958-02-01-ernie-taylor-in,ernie-taylor,Ernie Taylor,in,1958-02-01,month,1957-58,Blackpool,blackpool,8000,£8,fee,,permanent
1958-02-01-les-olive-out,les-olive,Les Olive,out,1958-02-01,month,1957-58,,,,,unknown,,retired
1958-02-01-warren-bradley-in,warren-bradley,Warren Bradley,in,1958-02-01,month,1957-58,,,,,none,,youth
1958-02-19-stan-crowther-in,stan-crowther,Stan Crowther,in,1958-02-19,day,1957-58,Aston Villa,aston-villa,18000,£18,fee,,permanent
1958-03-01-thomas-heron-in,tommy-heron,Tommy Heron,in,1958-03-01,month,1957-58,Portadown,portadown,,£,unknown,,permanent
1958-04-01-phillip-chisnall-in,,Phillip Chisnall,in,1958-04-01,month,1957-58,,,,,none,,youth
1958-07-01-ian-moir-in,ian-moir,Ian Moir,in,1958-07-01,year,1958-59,,,,,none,,youth
1958-07-01-jimmy-nicholson-in,jimmy-nicholson,Jimmy Nicholson,in,1958-07-01,year,1958-59,,,,,none,,youth
1958-07-01-ronnie-briggs-in,ronnie-briggs,Ronnie Briggs,in,1958-07-01,year,1958-59,,,,,none,,youth
1958-09-01-albert-quixall-in,albert-quixall,Albert Quixall,in,1958-09-01,month,1958-59,Sheffield Wednesday,sheffield-wednesday,45000,£45,fee,,permanent
1958-10-01-colin-webster-out,colin-webster,Colin Webster,out,1958-10-01,month,1958-59,Swansea City,swansea-city,7500,£7,fee,,permanent
1958-12-01-ernie-taylor-out,ernie-taylor,Ernie Taylor,out,1958-12-01,month,1958-59,Sunderland,sunderland,7000,£7,fee,,permanent
1958-12-01-ray-wood-out,ray-wood,Ray Wood,out,1958-12-01,month,1958-59,Huddersfield Town,huddersfield-town,150000,£1500,fee,,permanent
1958-12-01-stan-crowther-out,stan-crowther,Stan Crowther,out,1958-12-01,month,1958-59,Chelsea,chelsea,10000,£10,fee,,permanent
1958-12-01-tony-hawksworth-out,tony-hawksworth,Tony Hawksworth,out,1958-12-01,month,1958-59,,,,£,unknown,,permanent
1959-07-01-johnny-giles-in,johnny-giles,Johnny Giles,in,1959-07-01,year,1959-60,Home Farm,home-farm,10,£10,fee,,permanent
1959-11-01-bobby-harrop-out,bobby-harrop,Bobby Harrop,out,1959-11-01,month,1959-60,Tranmere Rovers,tranmere-rovers,,£,unknown,,permanent
1959-11-01-gordon-clayton-out,gordon-clayton,Gordon Clayton,out,1959-11-01,month,1959-60,Tranmere Rovers,tranmere-rovers,4000,£4,fee,,permanent
1960-02-01-john-reg-hunter-out,,John Reg Hunter,out,1960-02-01,month,1959-60,Wrexham,wrexham,,£,unknown,,permanent
1960-03-01-ernest-out,,Ernest,out,1960-03-01,month,1959-60,Wrexham,wrexham,,£,unknown,,permanent
1960-03-01-freddie-goodwin-out,freddie-goodwin,Freddie Goodwin,out,1960-03-01,month,1959-60,Leeds United,leeds-united,10000,£10,fee,,permanent
1960-07-01-tony-dunne-in,tony-dunne,Tony Dunne,in,1960-07-01,year,1960-61,Shelbourne,shelbourne,6000,£6,fee,,permanent
1960-09-01-dennis-walker-in,dennis-walker,Dennis Walker,in,1960-09-01,month,1960-61,,,,,none,,youth
1960-11-01-albert-scanlon-out,albert-scanlon,Albert Scanlon,out,1960-11-01,month,1960-61,Newcastle United,newcastle-united,18000,£18,fee,,permanent
1960-11-21-noel-cantwell-in,noel-cantwell,Noel Cantwell,in,1960-11-21,day,1960-61,West Ham United,west-ham-united,29950,£29,fee,,permanent
1960-12-01-ian-greaves-out,ian-greaves,Ian Greaves,out,1960-12-01,month,1960-61,Lincoln City,lincoln-city,,£,unknown,,permanent
1960-12-01-joe-carolan-out,joe-carolan,Joe Carolan,out,1960-12-01,month,1960-61,Brighton & Hove Albion,brighton-and-hove-albion,,£,unknown,,permanent
1961-02-01-mike-pinner-in,mike-pinner,Mike Pinner,in,1961-02-01,month,1960-61,Queens Park Rangers,queens-park-rangers,,£,unknown,,permanent
1961-03-01-kenny-morgans-out,kenny-morgans,Kenny Morgans,out,1961-03-01,month,1960-61,Swansea City,swansea-city,3000,£3,fee,,permanent
1961-05-01-harold-bratt-out,harold-bratt,Harold Bratt,out,1961-05-01,month,1960-61,Doncaster Rovers,doncaster-rovers,,£,unknown,,permanent
1961-05-01-thomas-heron-out,tommy-heron,Tommy Heron,out,1961-05-01,month,1960-61,York City,york-city,,£,unknown,,permanent
1961-06-01-albert-kinsey-in,albert-kinsey,Albert Kinsey,in,1961-06-01,month,1960-61,,,,,none,,youth
1961-06-01-bobby-noble-in,bobby-noble,Bobby Noble,in,1961-06-01,month,1960-61,,,,,none,,youth
1961-07-01-david-herd-in,david-herd,David Herd,in,1961-07-01,month,1961-62,Arsenal,arsenal,35000,£35,fee,,permanent
1961-07-01-wilfred-mcguinness-out,,Wilfred McGuinness,out,1961-07-01,year,1961-62,,,,,unknown,,retired
1961-08-01-george-best-in,george-best,George Best,in,1961-08-01,month,1961-62,,,,,none,,youth
1961-08-01-ronnie-cope-out,ronnie-cope,Ronnie Cope,out,1961-08-01,month,1961-62,Luton Town,luton-town,10000,£10,fee,,permanent
1961-09-01-wilfred-tranter-in,,Wilfred Tranter,in,1961-09-01,month,1961-62,,,,,none,,youth
1961-10-01-alex-dawson-out,alex-dawson,Alex Dawson,out,1961-10-01,month,1961-62,Preston North End,preston-north-end,18000,£18,fee,,permanent
1961-10-01-mike-pinner-out,mike-pinner,Mike Pinner,out,1961-10-01,month,1961-62,Chelsea,chelsea,,£,unknown,,permanent
1961-12-01-graham-moore-in,graham-moore,Graham Moore,in,1961-12-01,month,1961-62,Chelsea,chelsea,35000,£35,fee,,permanent
1962-01-01-dennis-viollet-out,dennis-viollet,Dennis Viollet,out,1962-01-01,month,1961-62,Stoke City,stoke-city,25000,£25,fee,,permanent
1962-03-01-warren-bradley-out,warren-bradley,Warren Bradley,out,1962-03-01,month,1961-62,Bury,bury,40000,£40,fee,,permanent
1962-05-01-willie-anderson-in,willie-anderson,Willie Anderson,in,1962-05-01,month,1961-62,,,,,none,,youth
1962-07-01-john-fitzpatrick-in,john-fitzpatrick,John Fitzpatrick,in,1962-07-01,month,1962-63,,,,,none,,youth
1962-08-01-denis-law-in,denis-law,Denis Law,in,1962-08-01,month,1962-63,Torino,torino,110000,£110,fee,,permanent
1962-11-01-david-sadler-in,david-sadler,David Sadler,in,1962-11-01,month,1962-63,Maidstone United,maidstone-united,,£,unknown,,permanent
1962-12-01-jimmy-ryan-in,jimmy-ryan,Jimmy Ryan,in,1962-12-01,month,1962-63,,,,,none,,youth
1963-02-01-patrick-crerand-in,paddy-crerand,Paddy Crerand,in,1963-02-01,month,1962-63,Glasgow Celtic,glasgow-celtic,56000,£56,fee,,permanent
1963-03-01-nobby-lawton-out,nobby-lawton,Nobby Lawton,out,1963-03-01,month,1962-63,Preston North End,preston-north-end,,£,unknown,,permanent
